lng,lat,O_Demand,accessibility
-82.357221,29.6757403,2084,0.10720897628626755
-82.3022838,30.3244416,116,0.05431784406152911
-85.5343954,30.1591402,1771,0.10150341441853314
-82.1666983,29.9523863,222,0.0650786366077926
-80.7003334,28.2983112,90,0.06663775920492289
-80.4766834,26.1935353,15730,0.09216314460618749
-85.1979155,30.3888013,83,0.052901666009585055
-82.0036572,26.9063964,111,0.08213443404560017
-82.5955524,28.8502922,681,0.07692072829114538
-81.8650364,29.9865835,808,0.07946734119284252
-81.4009553,26.118786,44,0.06196326659415427
-82.6233712,30.2216509,585,0.05027651120969355
-81.8062531,27.1905809,10,0.07951792141428186
-83.2362319,29.5526748,137,0.04905147034041765
-81.6481132,30.3352449,4452,0.12827989050642802
-87.3203222,30.5299979,312,0.05985164253838785
-81.2862532,29.4748909,231,0.07147456076253249
-84.8152135,29.6777939,58,0.04208906635008023
-84.6126072,30.5786866,289,0.042537015799455936
-82.7958011,29.7234556,228,0.05596824541050911
-81.1908197,26.9548102,19,0.07450437936440538
-85.2720125,29.8592383,71,0.049386660070001545
-82.9511163,30.4984382,140,0.04283728264036329
-81.8215798,27.4928458,196,0.0852172470434354
-81.1521142,26.539967,143,0.07003492848605816
-82.5259685,28.5559951,1013,0.12453693068950146
-81.3423534,27.3410799,557,0.10297567386205951
-82.3799907,27.8931535,7448,0.0952202375792675
-85.8159385,30.8620072,103,0.050260832841342376
-80.5747894,27.7005283,761,0.06607217520337128
-85.2088141,30.7892485,328,0.10086326102169256
-83.9217606,30.396898,93,0.04106672501386106
-83.1785097,29.9900661,64,0.04627942373963592
-81.7122822,28.7641128,719,0.09219024443835767
-81.9841817,26.5632731,1343,0.12416344887164515
-84.2778004,30.4593104,1847,0.08059215668998213
-82.831233,29.2718541,301,0.05859360311529701
-84.8685805,30.2598494,41,0.045599665546331256
-83.4704159,30.4472325,112,0.04072107862840334
-82.3931438,27.4755558,61,0.06842638025011974
-82.0431004,29.2028047,1147,0.07243292644012786
-80.3982011,27.0836036,838,0.08511899477415599
-80.5037495,25.6160085,13033,0.08511899477415599
-81.0226025,25.5861198,140,0.09911085580043402
-81.7650867,30.6059629,166,0.05712001909913923
-86.5910804,30.6143245,398,0.05502889680459113
-80.8873884,27.3855924,128,0.1072591976395451
-81.3232839,28.5143906,2821,0.0741026776827106
-81.1393116,28.0590267,202,0.17655108091689475
-80.4483542,26.6491257,8095,0.07840549808020829
-82.5110062,28.3098227,2821,0.08641165971066499
-82.7980663,27.9053425,1998,0.09101271449661578
-81.6934929,27.9536855,1087,0.07593287953947205
-81.7320389,29.5938964,198,0.09691466594542616
-80.4435357,27.3798137,218,0.07294789355147147
-87.0189188,30.6753483,835,0.1083624605157621
-82.4237142,27.2253289,20,0.06397376562288278
-81.1319751,28.6900648,620,0.10041659570474915
-82.0695216,28.7133259,100,0.08978927296459437
-82.9927542,30.1892438,349,0.04610593530344391
-83.6395729,29.967146,152,0.043035049762349585
-82.366918,30.0542796,105,0.058571049693608435
-81.161792,29.057769,1738,0.09644544533222701
-84.3591114,30.0913354,235,0.04212565651141528
-86.162798,30.5712465,99,0.061834096526100064
-85.6558052,30.6021017,179,0.05688800022135269
