lng,lat,O_Demand,accessibility
-82.357221,29.6757403,2084,0.05726283634707223
-82.3022838,30.3244416,116,0.05076321518303343
-85.5343954,30.1591402,1771,0.04551051043438618
-82.1666983,29.9523863,222,0.05853548486386503
-80.7003334,28.2983112,90,0.06971536441492052
-80.4766834,26.1935353,15730,0.11271338239104249
-85.1979155,30.3888013,83,0.03301034297944151
-82.0036572,26.9063964,111,0.06772819785434829
-82.5955524,28.8502922,681,0.06165698631181418
-81.8650364,29.9865835,808,0.07993302674664185
-81.4009553,26.118786,44,0.06427827521811305
-82.6233712,30.2216509,585,0.044782615275060195
-81.8062531,27.1905809,10,0.07322882185632354
-83.2362319,29.5526748,137,0.04241742208044374
-81.6481132,30.3352449,4452,0.10025127407728217
-87.3203222,30.5299979,312,0.06485956093958545
-81.2862532,29.4748909,231,0.0584923537815228
-84.8152135,29.6777939,58,0.032533466695904435
-84.6126072,30.5786866,289,0.03252952461286983
-82.7958011,29.7234556,228,0.0463576745876337
-81.1908197,26.9548102,19,0.07164414756583644
-85.2720125,29.8592383,71,0.0329745480873763
-82.9511163,30.4984382,140,0.03809586824056882
-81.8215798,27.4928458,196,0.08505174134334595
-81.1521142,26.539967,143,0.07068262990741848
-82.5259685,28.5559951,1013,0.07576619907343965
-81.3423534,27.3410799,557,0.08444862534854186
-82.3799907,27.8931535,7448,0.10350840013334824
-85.8159385,30.8620072,103,0.032115778128155595
-80.5747894,27.7005283,761,0.07204838399143418
-85.2088141,30.7892485,328,0.030392067054496905
-83.9217606,30.396898,93,0.03512667674551356
-83.1785097,29.9900661,64,0.04007939946304895
-81.7122822,28.7641128,719,0.09307318792990374
-81.9841817,26.5632731,1343,0.0802622445422806
-84.2778004,30.4593104,1847,0.09711610314314577
-82.831233,29.2718541,301,0.049867538906579925
-84.8685805,30.2598494,41,0.03257518223342164
-83.4704159,30.4472325,112,0.035268672857693466
-82.3931438,27.4755558,61,0.06822784241143595
-82.0431004,29.2028047,1147,0.062400949122158024
-80.3982011,27.0836036,838,0.09194743311517602
-80.5037495,25.6160085,13033,0.09194743311517602
-81.0226025,25.5861198,140,0.24703202326102738
-81.7650867,30.6059629,166,0.07433014003899013
-86.5910804,30.6143245,398,0.056299670230120925
-80.8873884,27.3855924,128,0.06213840800872757
-81.3232839,28.5143906,2821,0.07451097552057608
-81.1393116,28.0590267,202,0.24575575048170753
-80.4483542,26.6491257,8095,0.08511204796962073
-82.5110062,28.3098227,2821,0.08989995500935638
-82.7980663,27.9053425,1998,0.09678023680886298
-81.6934929,27.9536855,1087,0.07056195614594533
-81.7320389,29.5938964,198,0.10614101714784327
-80.4435357,27.3798137,218,0.08071598272988872
-87.0189188,30.6753483,835,0.04533795733952413
-82.4237142,27.2253289,20,0.06115785325144415
-81.1319751,28.6900648,620,0.10653758673178582
-82.0695216,28.7133259,100,0.08063037489858216
-82.9927542,30.1892438,349,0.04036380187702399
-83.6395729,29.967146,152,0.036952089618637836
-82.366918,30.0542796,105,0.05188808713881734
-81.161792,29.057769,1738,0.07076359142956591
-84.3591114,30.0913354,235,0.034267818097860746
-86.162798,30.5712465,99,0.038336731702830515
-85.6558052,30.6021017,179,0.033710008051573204
