DestinationID,lng,lat,D_Supply
0,-81.1075,29.2432,60
1,-81.2848,28.914,293
2,-81.6419,28.1815,71
3,-81.3699,28.5747,472
4,-81.51,27.5392,198
5,-82.422,28.0697,253
6,-81.7147,28.8238,0
7,-82.188,28.2609,257
8,-87.2313,30.4294,169
9,-80.3403,25.6831,384
10,-81.3981,30.2733,161
11,-81.4486,30.6531,49
12,-80.0704,26.5048,335
13,-80.1024,26.3586,33
14,-80.2557,26.2684,272
15,-80.1408,26.1022,0
16,-80.1215,26.2769,0
17,-81.9432,26.6394,179
18,-80.3943,27.6585,0
19,-80.2435,27.199,387
20,-80.0519,26.7252,0
21,-82.336,28.8334,97
22,-85.6651,30.1866,72
23,-81.6012,30.2878,162
24,-82.4116,29.6603,79
25,-80.2029,26.2631,0
26,-82.535,28.5367,0
27,-81.7376,30.166,378
28,-80.252,26.6842,88
29,-81.6921,29.6426,91
30,-82.6598,28.2038,112
31,-81.433,27.4657,119
32,-80.1199,26.1871,57
33,-80.4305,25.4792,153
34,-85.2419,30.7868,280
35,-80.0965,26.9226,291
36,-81.8743,26.6282,95
37,-80.3733,25.9909,156
38,-80.3097,26.014,216
39,-80.1797,26.0189,228
40,-82.803,27.9528,89
41,-80.1414,25.813,59
42,-86.5622,30.7356,109
43,-87.067,30.6344,3
44,-82.1387,28.0156,160
45,-80.2938,25.7035,142
46,-84.2617,30.4567,138
47,-82.4592,27.9381,70
48,-81.6646,30.3488,164
49,-82.3436,29.6399,45
50,-80.456,25.6786,18
51,-81.7247,28.0276,6
