lng,lat,O_Demand,accessibility
-82.357221,29.6757403,2084,0.04917557221324232
-82.3022838,30.3244416,116,0.039993345458181284
-85.5343954,30.1591402,1771,0.14804215224993364
-82.1666983,29.9523863,222,0.04506512998155647
-80.7003334,28.2983112,90,0.07162504855499438
-80.4766834,26.1935353,15730,0.09702654615555313
-85.1979155,30.3888013,83,0.06411716631960634
-82.0036572,26.9063964,111,0.08769994732136055
-82.5955524,28.8502922,681,0.06887679028935237
-81.8650364,29.9865835,808,0.0450059246328016
-81.4009553,26.118786,44,0.0673286260210102
-82.6233712,30.2216509,585,0.04072943482209509
-81.8062531,27.1905809,10,0.07935840393459505
-83.2362319,29.5526748,137,0.04622484913573688
-81.6481132,30.3352449,4452,0.0406670075225488
-87.3203222,30.5299979,312,0.11702272227301966
-81.2862532,29.4748909,231,0.05528547677553396
-84.8152135,29.6777939,58,0.04694000867751202
-84.6126072,30.5786866,289,0.04526071385580591
-82.7958011,29.7234556,228,0.046314518386542464
-81.1908197,26.9548102,19,0.07407135628813163
-85.2720125,29.8592383,71,0.05996135874021356
-82.9511163,30.4984382,140,0.03790739559850531
-81.8215798,27.4928458,196,0.0850331871428119
-81.1521142,26.539967,143,0.0725220182263922
-82.5259685,28.5559951,1013,0.08794236079409525
-81.3423534,27.3410799,557,0.08158327910316289
-82.3799907,27.8931535,7448,0.11519887205184352
-85.8159385,30.8620072,103,0.05306691018488103
-80.5747894,27.7005283,761,0.07829909543326781
-85.2088141,30.7892485,328,0.13861585454251804
-83.9217606,30.396898,93,0.04007323802237453
-83.1785097,29.9900661,64,0.042157409966939625
-81.7122822,28.7641128,719,0.11940018327374433
-81.9841817,26.5632731,1343,0.15167154853587422
-84.2778004,30.4593104,1847,0.04233184002151315
-82.831233,29.2718541,301,0.053382913745074756
-84.8685805,30.2598494,41,0.05171497177676663
-83.4704159,30.4472325,112,0.03859616159982817
-82.3931438,27.4755558,61,0.07749278936978365
-82.0431004,29.2028047,1147,0.0646986523650609
-80.3982011,27.0836036,838,0.09205761923675042
-80.5037495,25.6160085,13033,0.09205761923675042
-81.0226025,25.5861198,140,0.18803868170545432
-81.7650867,30.6059629,166,0.07155975717080569
-86.5910804,30.6143245,398,0.038296005025233525
-80.8873884,27.3855924,128,0.06016704969677666
-81.3232839,28.5143906,2821,0.07524817439038194
-81.1393116,28.0590267,202,0.26334527013934533
-80.4483542,26.6491257,8095,0.08493518859656464
-82.5110062,28.3098227,2821,0.07934145553797127
-82.7980663,27.9053425,1998,0.11403870900228177
-81.6934929,27.9536855,1087,0.1596417457882302
-81.7320389,29.5938964,198,0.09816910335816413
-80.4435357,27.3798137,218,0.08359997630477697
-87.0189188,30.6753483,835,0.14098729030229515
-82.4237142,27.2253289,20,0.07073896717389577
-81.1319751,28.6900648,620,0.11245166105348504
-82.0695216,28.7133259,100,0.09102786344773114
-82.9927542,30.1892438,349,0.040591835389717064
-83.6395729,29.967146,152,0.04189332811896653
-82.366918,30.0542796,105,0.04316219381018781
-81.161792,29.057769,1738,0.07320645615638854
-84.3591114,30.0913354,235,0.043853493576308605
-86.162798,30.5712465,99,0.05906179868191471
-85.6558052,30.6021017,179,0.06729337088057742
