DestinationID,lng,lat,D_Supply
0,-81.1075,29.2432,61
1,-81.2848,28.914,273
2,-81.6419,28.1815,34
3,-81.3699,28.5747,333
4,-81.51,27.5392,98
5,-82.422,28.0697,24
6,-81.7147,28.8238,206
7,-82.188,28.2609,36
8,-87.2313,30.4294,165
9,-80.3403,25.6831,158
10,-81.3981,30.2733,93
11,-81.4486,30.6531,30
12,-80.0704,26.5048,225
13,-80.1024,26.3586,401
14,-80.2557,26.2684,16
15,-80.1408,26.1022,83
16,-80.1215,26.2769,44
17,-81.9432,26.6394,287
18,-80.3943,27.6585,0
19,-80.2435,27.199,162
20,-80.0519,26.7252,15
21,-82.336,28.8334,102
22,-85.6651,30.1866,339
23,-81.6012,30.2878,0
24,-82.4116,29.6603,0
25,-80.2029,26.2631,47
26,-82.535,28.5367,127
27,-81.7376,30.166,562
28,-80.252,26.6842,163
29,-81.6921,29.6426,2
30,-82.6598,28.2038,50
31,-81.433,27.4657,118
32,-80.1199,26.1871,0
33,-80.4305,25.4792,106
34,-85.2419,30.7868,0
35,-80.0965,26.9226,413
36,-81.8743,26.6282,301
37,-80.3733,25.9909,41
38,-80.3097,26.014,251
39,-80.1797,26.0189,309
40,-82.803,27.9528,116
41,-80.1414,25.813,66
42,-86.5622,30.7356,83
43,-87.067,30.6344,36
44,-82.1387,28.0156,182
45,-80.2938,25.7035,42
46,-84.2617,30.4567,82
47,-82.4592,27.9381,37
48,-81.6646,30.3488,653
49,-82.3436,29.6399,25
50,-80.456,25.6786,153
51,-81.7247,28.0276,100
