lng,lat,O_Demand,accessibility
-82.357221,29.6757403,2084,0.07661222366693386
-82.3022838,30.3244416,116,0.037477402941932074
-85.5343954,30.1591402,1771,0.06434349741480251
-82.1666983,29.9523863,222,0.04429037789081993
-80.7003334,28.2983112,90,0.06517053294385848
-80.4766834,26.1935353,15730,0.07993941764354243
-85.1979155,30.3888013,83,0.03997041333286018
-82.0036572,26.9063964,111,0.06179149085297225
-82.5955524,28.8502922,681,0.0673122648303579
-81.8650364,29.9865835,808,0.043069446985835085
-81.4009553,26.118786,44,0.05250177579259611
-82.6233712,30.2216509,585,0.03805459657967821
-81.8062531,27.1905809,10,0.06797821820612317
-83.2362319,29.5526748,137,0.042155928047250595
-81.6481132,30.3352449,4452,0.06099321240380817
-87.3203222,30.5299979,312,0.06248759864324509
-81.2862532,29.4748909,231,0.04936587148501775
-84.8152135,29.6777939,58,0.03514962361845904
-84.6126072,30.5786866,289,0.03519411664769953
-82.7958011,29.7234556,228,0.045286082027840804
-81.1908197,26.9548102,19,0.06888867551104365
-85.2720125,29.8592383,71,0.038407963220307144
-82.9511163,30.4984382,140,0.03396187244089986
-81.8215798,27.4928458,196,0.07949924092546912
-81.1521142,26.539967,143,0.06346572510981376
-82.5259685,28.5559951,1013,0.10907869634760306
-81.3423534,27.3410799,557,0.07628061207080611
-82.3799907,27.8931535,7448,0.11811742136198781
-85.8159385,30.8620072,103,0.04118784967308056
-80.5747894,27.7005283,761,0.07221849708084055
-85.2088141,30.7892485,328,0.05771472882991475
-83.9217606,30.396898,93,0.03508952232443516
-83.1785097,29.9900661,64,0.038197538719431594
-81.7122822,28.7641128,719,0.09065671668790558
-81.9841817,26.5632731,1343,0.0707666445340145
-84.2778004,30.4593104,1847,0.09487440070605177
-82.831233,29.2718541,301,0.05073576458442512
-84.8685805,30.2598494,41,0.036565198761104485
-83.4704159,30.4472325,112,0.0337201610231884
-82.3931438,27.4755558,61,0.07127608316103329
-82.0431004,29.2028047,1147,0.060176129239387914
-80.3982011,27.0836036,838,0.1290129312168628
-80.5037495,25.6160085,13033,0.1290129312168628
-81.0226025,25.5861198,140,0.11044494224016099
-81.7650867,30.6059629,166,0.050339060051089124
-86.5910804,30.6143245,398,0.03508451088996943
-80.8873884,27.3855924,128,0.10420591504023358
-81.3232839,28.5143906,2821,0.07621474496806517
-81.1393116,28.0590267,202,0.17748254564155608
-80.4483542,26.6491257,8095,0.07908601504488812
-82.5110062,28.3098227,2821,0.10023744652436542
-82.7980663,27.9053425,1998,0.11896431907713065
-81.6934929,27.9536855,1087,0.10384555179170724
-81.7320389,29.5938964,198,0.12661230971010543
-80.4435357,27.3798137,218,0.09350781556894652
-87.0189188,30.6753483,835,0.054803375307029424
-82.4237142,27.2253289,20,0.06105526807836551
-81.1319751,28.6900648,620,0.08779416419964932
-82.0695216,28.7133259,100,0.08847682586035269
-82.9927542,30.1892438,349,0.03697748350840708
-83.6395729,29.967146,152,0.03650622972412991
-82.366918,30.0542796,105,0.041984441205876875
-81.161792,29.057769,1738,0.06192724836814287
-84.3591114,30.0913354,235,0.03576070985117394
-86.162798,30.5712465,99,0.053070973123302896
-85.6558052,30.6021017,179,0.04342674570861242
