DestinationID,lng,lat,D_Supply
0,-81.1075,29.2432,83
1,-81.2848,28.914,307
2,-81.6419,28.1815,202
3,-81.3699,28.5747,655
4,-81.51,27.5392,190
5,-82.422,28.0697,105
6,-81.7147,28.8238,0
7,-82.188,28.2609,435
8,-87.2313,30.4294,133
9,-80.3403,25.6831,484
10,-81.3981,30.2733,0
11,-81.4486,30.6531,0
12,-80.0704,26.5048,65
13,-80.1024,26.3586,121
14,-80.2557,26.2684,77
15,-80.1408,26.1022,0
16,-80.1215,26.2769,53
17,-81.9432,26.6394,39
18,-80.3943,27.6585,88
19,-80.2435,27.199,294
20,-80.0519,26.7252,0
21,-82.336,28.8334,115
22,-85.6651,30.1866,252
23,-81.6012,30.2878,147
24,-82.4116,29.6603,115
25,-80.2029,26.2631,0
26,-82.535,28.5367,13
27,-81.7376,30.166,162
28,-80.252,26.6842,423
29,-81.6921,29.6426,0
30,-82.6598,28.2038,223
31,-81.433,27.4657,326
32,-80.1199,26.1871,0
33,-80.4305,25.4792,0
34,-85.2419,30.7868,0
35,-80.0965,26.9226,269
36,-81.8743,26.6282,212
37,-80.3733,25.9909,154
38,-80.3097,26.014,345
39,-80.1797,26.0189,57
40,-82.803,27.9528,262
41,-80.1414,25.813,48
42,-86.5622,30.7356,152
43,-87.067,30.6344,0
44,-82.1387,28.0156,239
45,-80.2938,25.7035,0
46,-84.2617,30.4567,60
47,-82.4592,27.9381,210
48,-81.6646,30.3488,22
49,-82.3436,29.6399,0
50,-80.456,25.6786,50
51,-81.7247,28.0276,63
