lng,lat,O_Demand,accessibility
-82.357221,29.6757403,2084,0.057057920545703716
-82.3022838,30.3244416,116,0.053514743607586984
-85.5343954,30.1591402,1771,0.08731929143389865
-82.1666983,29.9523863,222,0.0623125362418813
-80.7003334,28.2983112,90,0.06689287714024865
-80.4766834,26.1935353,15730,0.07896720289569051
-85.1979155,30.3888013,83,0.04171919335150215
-82.0036572,26.9063964,111,0.08139185250373758
-82.5955524,28.8502922,681,0.0787433329882877
-81.8650364,29.9865835,808,0.08588959398875126
-81.4009553,26.118786,44,0.060659756367116534
-82.6233712,30.2216509,585,0.04736094377353685
-81.8062531,27.1905809,10,0.09361064142428892
-83.2362319,29.5526748,137,0.04625753090854174
-81.6481132,30.3352449,4452,0.09916198116730915
-87.3203222,30.5299979,312,0.05311044674668247
-81.2862532,29.4748909,231,0.06259509797023032
-84.8152135,29.6777939,58,0.03694345904549496
-84.6126072,30.5786866,289,0.03406574510385301
-82.7958011,29.7234556,228,0.04987019352883956
-81.1908197,26.9548102,19,0.08468055650502362
-85.2720125,29.8592383,71,0.04190178433447735
-82.9511163,30.4984382,140,0.04004345761380696
-81.8215798,27.4928458,196,0.10847501976077618
-81.1521142,26.539967,143,0.07194832853471766
-82.5259685,28.5559951,1013,0.092385904894922
-81.3423534,27.3410799,557,0.15380033311570343
-82.3799907,27.8931535,7448,0.11628537260375184
-85.8159385,30.8620072,103,0.034792859059499595
-80.5747894,27.7005283,761,0.07544355504798271
-85.2088141,30.7892485,328,0.034657427398938664
-83.9217606,30.396898,93,0.03541523029251132
-83.1785097,29.9900661,64,0.042806740440234275
-81.7122822,28.7641128,719,0.08547973688928052
-81.9841817,26.5632731,1343,0.10122089957133183
-84.2778004,30.4593104,1847,0.03444349796578468
-82.831233,29.2718541,301,0.05610957348749628
-84.8685805,30.2598494,41,0.03742982803344633
-83.4704159,30.4472325,112,0.036933161113477414
-82.3931438,27.4755558,61,0.07774123352416824
-82.0431004,29.2028047,1147,0.06881707203823062
-80.3982011,27.0836036,838,0.108937714721602
-80.5037495,25.6160085,13033,0.108937714721602
-81.0226025,25.5861198,140,0.12071521973677733
-81.7650867,30.6059629,166,0.0562645998515516
-86.5910804,30.6143245,398,0.055893102327391794
-80.8873884,27.3855924,128,0.0397830299627499
-81.3232839,28.5143906,2821,0.08987461840863989
-81.1393116,28.0590267,202,0.11642999342607575
-80.4483542,26.6491257,8095,0.08347683755182916
-82.5110062,28.3098227,2821,0.09908447945893978
-82.7980663,27.9053425,1998,0.11871607351932251
-81.6934929,27.9536855,1087,0.081997567942118
-81.7320389,29.5938964,198,0.10158815212259742
-80.4435357,27.3798137,218,0.09123177337979373
-87.0189188,30.6753483,835,0.11307380400539573
-82.4237142,27.2253289,20,0.06986313287484784
-81.1319751,28.6900648,620,0.08437570475053943
-82.0695216,28.7133259,100,0.09124833543263285
-82.9927542,30.1892438,349,0.04279871379222852
-83.6395729,29.967146,152,0.039386825851972514
-82.366918,30.0542796,105,0.05503745119740803
-81.161792,29.057769,1738,0.08017045686692428
-84.3591114,30.0913354,235,0.03617300489627158
-86.162798,30.5712465,99,0.038703184971899694
-85.6558052,30.6021017,179,0.04217366138285792
