lng,lat,O_Demand,accessibility
-82.357221,29.6757403,2084,0.04546670281731431
-82.3022838,30.3244416,116,0.037086757787862766
-85.5343954,30.1591402,1771,0.10416191981923904
-82.1666983,29.9523863,222,0.04202778512659927
-80.7003334,28.2983112,90,0.071175130962633
-80.4766834,26.1935353,15730,0.08891298309330817
-85.1979155,30.3888013,83,0.04680375179555811
-82.0036572,26.9063964,111,0.0692219322421437
-82.5955524,28.8502922,681,0.0710974071002313
-81.8650364,29.9865835,808,0.04316495478580141
-81.4009553,26.118786,44,0.060897847131269334
-82.6233712,30.2216509,585,0.0370022436389142
-81.8062531,27.1905809,10,0.09123505610024761
-83.2362319,29.5526748,137,0.041049938598335445
-81.6481132,30.3352449,4452,0.05821579397308239
-87.3203222,30.5299979,312,0.059054738788346293
-81.2862532,29.4748909,231,0.05053976985800817
-84.8152135,29.6777939,58,0.037957716671887735
-84.6126072,30.5786866,289,0.03522162351829377
-82.7958011,29.7234556,228,0.04205214460012132
-81.1908197,26.9548102,19,0.08727115927328578
-85.2720125,29.8592383,71,0.04615603033361819
-82.9511163,30.4984382,140,0.03370511034898516
-81.8215798,27.4928458,196,0.10932658866364782
-81.1521142,26.539967,143,0.07357486986170889
-82.5259685,28.5559951,1013,0.08928589164170178
-81.3423534,27.3410799,557,0.16550658090795536
-82.3799907,27.8931535,7448,0.08781444182742631
-85.8159385,30.8620072,103,0.04322550156170329
-80.5747894,27.7005283,761,0.08574568050989963
-85.2088141,30.7892485,328,0.03874561196527449
-83.9217606,30.396898,93,0.033697852005520286
-83.1785097,29.9900661,64,0.037320522051007055
-81.7122822,28.7641128,719,0.08610317210642016
-81.9841817,26.5632731,1343,0.06398235286424882
-84.2778004,30.4593104,1847,0.03415370851089614
-82.831233,29.2718541,301,0.04929014992267676
-84.8685805,30.2598494,41,0.039849850328021436
-83.4704159,30.4472325,112,0.03340156883933756
-82.3931438,27.4755558,61,0.06998470877424934
-82.0431004,29.2028047,1147,0.06068248905160035
-80.3982011,27.0836036,838,0.12697233178131115
-80.5037495,25.6160085,13033,0.12697233178131115
-81.0226025,25.5861198,140,0.1799652308660546
-81.7650867,30.6059629,166,0.06390655753239793
-86.5910804,30.6143245,398,0.036088302443799035
-80.8873884,27.3855924,128,0.08236781667523033
-81.3232839,28.5143906,2821,0.09739991270581984
-81.1393116,28.0590267,202,0.19614752933280172
-80.4483542,26.6491257,8095,0.08959799351479232
-82.5110062,28.3098227,2821,0.11633421667147051
-82.7980663,27.9053425,1998,0.08703568415327005
-81.6934929,27.9536855,1087,0.06405457263471336
-81.7320389,29.5938964,198,0.10114490634208158
-80.4435357,27.3798137,218,0.10456770223892183
-87.0189188,30.6753483,835,0.16833844633396391
-82.4237142,27.2253289,20,0.06361163914387541
-81.1319751,28.6900648,620,0.09431238519325742
-82.0695216,28.7133259,100,0.08547589894195458
-82.9927542,30.1892438,349,0.03617952720142896
-83.6395729,29.967146,152,0.03615083463723342
-82.366918,30.0542796,105,0.03985020887232612
-81.161792,29.057769,1738,0.06549904817539255
-84.3591114,30.0913354,235,0.03591939341733532
-86.162798,30.5712465,99,0.05362937817855219
-85.6558052,30.6021017,179,0.05055954242535239
