lng,lat,O_Demand,accessibility
-82.357221,29.6757403,2084,0.06534646265047443
-82.3022838,30.3244416,116,0.05530147446953822
-85.5343954,30.1591402,1771,0.0675113926329634
-82.1666983,29.9523863,222,0.06375379993049528
-80.7003334,28.2983112,90,0.06155082713771174
-80.4766834,26.1935353,15730,0.10885872477666986
-85.1979155,30.3888013,83,0.047165636532666415
-82.0036572,26.9063964,111,0.06833005707251856
-82.5955524,28.8502922,681,0.06462588200117322
-81.8650364,29.9865835,808,0.091042778585636
-81.4009553,26.118786,44,0.05893259593095607
-82.6233712,30.2216509,585,0.04780952126203555
-81.8062531,27.1905809,10,0.07231020919769113
-83.2362319,29.5526748,137,0.04414392931946351
-81.6481132,30.3352449,4452,0.10022495716482355
-87.3203222,30.5299979,312,0.021603509358963727
-81.2862532,29.4748909,231,0.05933709537969789
-84.8152135,29.6777939,58,0.03581291900810892
-84.6126072,30.5786866,289,0.04052261893988476
-82.7958011,29.7234556,228,0.04841710413603601
-81.1908197,26.9548102,19,0.07182093102326668
-85.2720125,29.8592383,71,0.03866828168528547
-82.9511163,30.4984382,140,0.04054050792864115
-81.8215798,27.4928458,196,0.07948029513544187
-81.1521142,26.539967,143,0.06891369698639577
-82.5259685,28.5559951,1013,0.07363532262181025
-81.3423534,27.3410799,557,0.09810809680311781
-82.3799907,27.8931535,7448,0.09989147913095946
-85.8159385,30.8620072,103,0.03729896162305223
-80.5747894,27.7005283,761,0.0641061660487719
-85.2088141,30.7892485,328,0.2431089731042966
-83.9217606,30.396898,93,0.038128307367550275
-83.1785097,29.9900661,64,0.04221408470944185
-81.7122822,28.7641128,719,0.07833595481645257
-81.9841817,26.5632731,1343,0.08989642872628541
-84.2778004,30.4593104,1847,0.0934859212041604
-82.831233,29.2718541,301,0.05138675235251389
-84.8685805,30.2598494,41,0.04057469766865431
-83.4704159,30.4472325,112,0.03773367397606275
-82.3931438,27.4755558,61,0.0684818697183622
-82.0431004,29.2028047,1147,0.061730338330434655
-80.3982011,27.0836036,838,0.0882485421698618
-80.5037495,25.6160085,13033,0.0882485421698618
-81.0226025,25.5861198,140,0.09487409765316078
-81.7650867,30.6059629,166,0.05786071840954107
-86.5910804,30.6143245,398,0.06216005542680322
-80.8873884,27.3855924,128,0.026892861356747684
-81.3232839,28.5143906,2821,0.07253416009531825
-81.1393116,28.0590267,202,0.16819688469605368
-80.4483542,26.6491257,8095,0.07343394705173108
-82.5110062,28.3098227,2821,0.1151560932141614
-82.7980663,27.9053425,1998,0.08998509987960314
-81.6934929,27.9536855,1087,0.19721407008794795
-81.7320389,29.5938964,198,0.10216815520833324
-80.4435357,27.3798137,218,0.07107974409165586
-87.0189188,30.6753483,835,0.02319556009908669
-82.4237142,27.2253289,20,0.06138737157695185
-81.1319751,28.6900648,620,0.08446407108348947
-82.0695216,28.7133259,100,0.07464771463406289
-82.9927542,30.1892438,349,0.04272940669766445
-83.6395729,29.967146,152,0.03921348572704966
-82.366918,30.0542796,105,0.055920549126179296
-81.161792,29.057769,1738,0.06576411773202002
-84.3591114,30.0913354,235,0.03805696697074605
-86.162798,30.5712465,99,0.03313973231940453
-85.6558052,30.6021017,179,0.04552681521811669
