DestinationID,lng,lat,D_Supply
0,-81.1075,29.2432,2
1,-81.2848,28.914,265
2,-81.6419,28.1815,0
3,-81.3699,28.5747,588
4,-81.51,27.5392,269
5,-82.422,28.0697,0
6,-81.7147,28.8238,81
7,-82.188,28.2609,424
8,-87.2313,30.4294,16
9,-80.3403,25.6831,384
10,-81.3981,30.2733,0
11,-81.4486,30.6531,0
12,-80.0704,26.5048,0
13,-80.1024,26.3586,0
14,-80.2557,26.2684,34
15,-80.1408,26.1022,216
16,-80.1215,26.2769,94
17,-81.9432,26.6394,20
18,-80.3943,27.6585,0
19,-80.2435,27.199,256
20,-80.0519,26.7252,67
21,-82.336,28.8334,2
22,-85.6651,30.1866,252
23,-81.6012,30.2878,121
24,-82.4116,29.6603,71
25,-80.2029,26.2631,29
26,-82.535,28.5367,85
27,-81.7376,30.166,426
28,-80.252,26.6842,263
29,-81.6921,29.6426,0
30,-82.6598,28.2038,430
31,-81.433,27.4657,546
32,-80.1199,26.1871,0
33,-80.4305,25.4792,0
34,-85.2419,30.7868,0
35,-80.0965,26.9226,103
36,-81.8743,26.6282,365
37,-80.3733,25.9909,198
38,-80.3097,26.014,11
39,-80.1797,26.0189,229
40,-82.803,27.9528,0
41,-80.1414,25.813,313
42,-86.5622,30.7356,476
43,-87.067,30.6344,0
44,-82.1387,28.0156,9
45,-80.2938,25.7035,0
46,-84.2617,30.4567,219
47,-82.4592,27.9381,303
48,-81.6646,30.3488,0
49,-82.3436,29.6399,0
50,-80.456,25.6786,83
51,-81.7247,28.0276,0
