DestinationID,lng,lat,D_Supply
0,-81.1075,29.2432,25
1,-81.2848,28.914,190
2,-81.6419,28.1815,0
3,-81.3699,28.5747,1091
4,-81.51,27.5392,503
5,-82.422,28.0697,275
6,-81.7147,28.8238,55
7,-82.188,28.2609,568
8,-87.2313,30.4294,0
9,-80.3403,25.6831,28
10,-81.3981,30.2733,4
11,-81.4486,30.6531,0
12,-80.0704,26.5048,0
13,-80.1024,26.3586,0
14,-80.2557,26.2684,35
15,-80.1408,26.1022,64
16,-80.1215,26.2769,49
17,-81.9432,26.6394,0
18,-80.3943,27.6585,13
19,-80.2435,27.199,577
20,-80.0519,26.7252,0
21,-82.336,28.8334,114
22,-85.6651,30.1866,133
23,-81.6012,30.2878,0
24,-82.4116,29.6603,13
25,-80.2029,26.2631,0
26,-82.535,28.5367,0
27,-81.7376,30.166,0
28,-80.252,26.6842,318
29,-81.6921,29.6426,0
30,-82.6598,28.2038,265
31,-81.433,27.4657,0
32,-80.1199,26.1871,0
33,-80.4305,25.4792,0
34,-85.2419,30.7868,0
35,-80.0965,26.9226,86
36,-81.8743,26.6282,29
37,-80.3733,25.9909,293
38,-80.3097,26.014,0
39,-80.1797,26.0189,0
40,-82.803,27.9528,418
41,-80.1414,25.813,637
42,-86.5622,30.7356,111
43,-87.067,30.6344,0
44,-82.1387,28.0156,50
45,-80.2938,25.7035,0
46,-84.2617,30.4567,9
47,-82.4592,27.9381,209
48,-81.6646,30.3488,0
49,-82.3436,29.6399,0
50,-80.456,25.6786,1070
51,-81.7247,28.0276,18
