DestinationID,lng,lat,D_Supply
0,-81.1075,29.2432,48
1,-81.2848,28.914,127
2,-81.6419,28.1815,10
3,-81.3699,28.5747,298
4,-81.51,27.5392,138
5,-82.422,28.0697,0
6,-81.7147,28.8238,323
7,-82.188,28.2609,104
8,-87.2313,30.4294,35
9,-80.3403,25.6831,344
10,-81.3981,30.2733,0
11,-81.4486,30.6531,0
12,-80.0704,26.5048,327
13,-80.1024,26.3586,190
14,-80.2557,26.2684,105
15,-80.1408,26.1022,204
16,-80.1215,26.2769,311
17,-81.9432,26.6394,171
18,-80.3943,27.6585,56
19,-80.2435,27.199,233
20,-80.0519,26.7252,0
21,-82.336,28.8334,242
22,-85.6651,30.1866,163
23,-81.6012,30.2878,53
24,-82.4116,29.6603,145
25,-80.2029,26.2631,0
26,-82.535,28.5367,0
27,-81.7376,30.166,314
28,-80.252,26.6842,32
29,-81.6921,29.6426,26
30,-82.6598,28.2038,81
31,-81.433,27.4657,123
32,-80.1199,26.1871,133
33,-80.4305,25.4792,27
34,-85.2419,30.7868,175
35,-80.0965,26.9226,486
36,-81.8743,26.6282,112
37,-80.3733,25.9909,225
38,-80.3097,26.014,147
39,-80.1797,26.0189,0
40,-82.803,27.9528,412
41,-80.1414,25.813,96
42,-86.5622,30.7356,10
43,-87.067,30.6344,38
44,-82.1387,28.0156,378
45,-80.2938,25.7035,86
46,-84.2617,30.4567,176
47,-82.4592,27.9381,3
48,-81.6646,30.3488,114
49,-82.3436,29.6399,24
50,-80.456,25.6786,405
51,-81.7247,28.0276,0
