DestinationID,lng,lat,D_Supply
0,-81.1075,29.2432,62
1,-81.2848,28.914,158
2,-81.6419,28.1815,33
3,-81.3699,28.5747,322
4,-81.51,27.5392,257
5,-82.422,28.0697,280
6,-81.7147,28.8238,92
7,-82.188,28.2609,163
8,-87.2313,30.4294,265
9,-80.3403,25.6831,181
10,-81.3981,30.2733,135
11,-81.4486,30.6531,57
12,-80.0704,26.5048,220
13,-80.1024,26.3586,290
14,-80.2557,26.2684,2
15,-80.1408,26.1022,12
16,-80.1215,26.2769,21
17,-81.9432,26.6394,1
18,-80.3943,27.6585,0
19,-80.2435,27.199,473
20,-80.0519,26.7252,0
21,-82.336,28.8334,107
22,-85.6651,30.1866,281
23,-81.6012,30.2878,5
24,-82.4116,29.6603,102
25,-80.2029,26.2631,11
26,-82.535,28.5367,0
27,-81.7376,30.166,418
28,-80.252,26.6842,37
29,-81.6921,29.6426,0
30,-82.6598,28.2038,18
31,-81.433,27.4657,135
32,-80.1199,26.1871,0
33,-80.4305,25.4792,292
34,-85.2419,30.7868,359
35,-80.0965,26.9226,224
36,-81.8743,26.6282,187
37,-80.3733,25.9909,234
38,-80.3097,26.014,299
39,-80.1797,26.0189,260
40,-82.803,27.9528,213
41,-80.1414,25.813,88
42,-86.5622,30.7356,0
43,-87.067,30.6344,59
44,-82.1387,28.0156,162
45,-80.2938,25.7035,19
46,-84.2617,30.4567,164
47,-82.4592,27.9381,163
48,-81.6646,30.3488,70
49,-82.3436,29.6399,117
50,-80.456,25.6786,73
51,-81.7247,28.0276,129
