lng,lat,O_Demand,accessibility
-82.357221,29.6757403,2084,0.08832308903939948
-82.3022838,30.3244416,116,0.05731865243120877
-85.5343954,30.1591402,1771,0.05903689751577639
-82.1666983,29.9523863,222,0.06712312429211172
-80.7003334,28.2983112,90,0.06378592722368774
-80.4766834,26.1935353,15730,0.10300672877547606
-85.1979155,30.3888013,83,0.05416639153126712
-82.0036572,26.9063964,111,0.06730172785889645
-82.5955524,28.8502922,681,0.06732241506320906
-81.8650364,29.9865835,808,0.08630986379364763
-81.4009553,26.118786,44,0.058653889805887566
-82.6233712,30.2216509,585,0.051338312935447085
-81.8062531,27.1905809,10,0.06839787174448703
-83.2362319,29.5526748,137,0.047726688747201235
-81.6481132,30.3352449,4452,0.14316101878194784
-87.3203222,30.5299979,312,0.09155378888119382
-81.2862532,29.4748909,231,0.07043192202842713
-84.8152135,29.6777939,58,0.040176440815785044
-84.6126072,30.5786866,289,0.047157985181938054
-82.7958011,29.7234556,228,0.05369361590309782
-81.1908197,26.9548102,19,0.06698479437430309
-85.2720125,29.8592383,71,0.04280230862440383
-82.9511163,30.4984382,140,0.04408507461954551
-81.8215798,27.4928458,196,0.07554772777461234
-81.1521142,26.539967,143,0.0655087832143655
-82.5259685,28.5559951,1013,0.07457085603933035
-81.3423534,27.3410799,557,0.08125929719414067
-82.3799907,27.8931535,7448,0.09306589815901516
-85.8159385,30.8620072,103,0.050657286650070084
-80.5747894,27.7005283,761,0.06312182742185753
-85.2088141,30.7892485,328,0.3047366968678822
-83.9217606,30.396898,93,0.042726297058088926
-83.1785097,29.9900661,64,0.04611829539104181
-81.7122822,28.7641128,719,0.08701750108825408
-81.9841817,26.5632731,1343,0.09420349109904423
-84.2778004,30.4593104,1847,0.10265047942565536
-82.831233,29.2718541,301,0.05528933576637031
-84.8685805,30.2598494,41,0.0465082544905436
-83.4704159,30.4472325,112,0.0417435201258779
-82.3931438,27.4755558,61,0.06387509696821955
-82.0431004,29.2028047,1147,0.06935975864464915
-80.3982011,27.0836036,838,0.08468739312405744
-80.5037495,25.6160085,13033,0.08468739312405744
-81.0226025,25.5861198,140,0.1267270630711418
-81.7650867,30.6059629,166,0.062026417986685796
-86.5910804,30.6143245,398,0.06440256770055756
-80.8873884,27.3855924,128,0.08014248769929491
-81.3232839,28.5143906,2821,0.06826955506907166
-81.1393116,28.0590267,202,0.16202403844350569
-80.4483542,26.6491257,8095,0.07322744121452485
-82.5110062,28.3098227,2821,0.0862926309728532
-82.7980663,27.9053425,1998,0.08918112602667488
-81.6934929,27.9536855,1087,0.0878939998330849
-81.7320389,29.5938964,198,0.08323649508516473
-80.4435357,27.3798137,218,0.07169287653696559
-87.0189188,30.6753483,835,0.062432183143612735
-82.4237142,27.2253289,20,0.05836602826606664
-81.1319751,28.6900648,620,0.09722913310422567
-82.0695216,28.7133259,100,0.07963642404500895
-82.9927542,30.1892438,349,0.04654605386693336
-83.6395729,29.967146,152,0.04309348621549344
-82.366918,30.0542796,105,0.05958402522099295
-81.161792,29.057769,1738,0.09212189189501735
-84.3591114,30.0913354,235,0.04283361745423526
-86.162798,30.5712465,99,0.05251214953167739
-85.6558052,30.6021017,179,0.055660725371183356
