lng,lat,O_Demand,accessibility
-82.357221,29.6757403,2084,0.06736091659611129
-82.3022838,30.3244416,116,0.05225558242897775
-85.5343954,30.1591402,1771,0.09861651746600204
-82.1666983,29.9523863,222,0.059951817167744836
-80.7003334,28.2983112,90,0.06202458940464213
-80.4766834,26.1935353,15730,0.09366047764592504
-85.1979155,30.3888013,83,0.05246098167052038
-82.0036572,26.9063964,111,0.0748037433774187
-82.5955524,28.8502922,681,0.07028437163478041
-81.8650364,29.9865835,808,0.07703094885497835
-81.4009553,26.118786,44,0.059632275319263094
-82.6233712,30.2216509,585,0.047111188725189594
-81.8062531,27.1905809,10,0.07269647787181582
-83.2362319,29.5526748,137,0.04614962221859332
-81.6481132,30.3352449,4452,0.16577214146400407
-87.3203222,30.5299979,312,0.056387275841748456
-81.2862532,29.4748909,231,0.059647556965571925
-84.8152135,29.6777939,58,0.039997699256953706
-84.6126072,30.5786866,289,0.04151192645853105
-82.7958011,29.7234556,228,0.05000934970466975
-81.1908197,26.9548102,19,0.06818009466360417
-85.2720125,29.8592383,71,0.04676150368134169
-82.9511163,30.4984382,140,0.04064925545544635
-81.8215798,27.4928458,196,0.07952774672662241
-81.1521142,26.539967,143,0.06607323969703251
-82.5259685,28.5559951,1013,0.1239716099129977
-81.3423534,27.3410799,557,0.08262984034595931
-82.3799907,27.8931535,7448,0.11138273735768002
-85.8159385,30.8620072,103,0.043995410820335076
-80.5747894,27.7005283,761,0.06185356830352778
-85.2088141,30.7892485,328,0.16965278815066226
-83.9217606,30.396898,93,0.038933786534990605
-83.1785097,29.9900661,64,0.04334775383187993
-81.7122822,28.7641128,719,0.1116979569358042
-81.9841817,26.5632731,1343,0.10882075230177177
-84.2778004,30.4593104,1847,0.06976692132885283
-82.831233,29.2718541,301,0.05428619044630871
-84.8685805,30.2598494,41,0.044227772142712826
-83.4704159,30.4472325,112,0.038609979267922576
-82.3931438,27.4755558,61,0.06973831289070187
-82.0431004,29.2028047,1147,0.0661899127221646
-80.3982011,27.0836036,838,0.08065221566645944
-80.5037495,25.6160085,13033,0.08065221566645944
-81.0226025,25.5861198,140,0.12244611599402767
-81.7650867,30.6059629,166,0.06023384862522919
-86.5910804,30.6143245,398,0.057170661680407395
-80.8873884,27.3855924,128,0.05649373337373329
-81.3232839,28.5143906,2821,0.06778771768248092
-81.1393116,28.0590267,202,0.16370120069564875
-80.4483542,26.6491257,8095,0.07426634360972446
-82.5110062,28.3098227,2821,0.08049303895371925
-82.7980663,27.9053425,1998,0.11629478724438938
-81.6934929,27.9536855,1087,0.08887662515949668
-81.7320389,29.5938964,198,0.09822290331653859
-80.4435357,27.3798137,218,0.06949988725753037
-87.0189188,30.6753483,835,0.04312429394065059
-82.4237142,27.2253289,20,0.06291001947060837
-81.1319751,28.6900648,620,0.09032344574125448
-82.0695216,28.7133259,100,0.08553276233668554
-82.9927542,30.1892438,349,0.043234141845890715
-83.6395729,29.967146,152,0.040789891103395315
-82.366918,30.0542796,105,0.053954399898966846
-81.161792,29.057769,1738,0.07427871712680291
-84.3591114,30.0913354,235,0.04014312079060847
-86.162798,30.5712465,99,0.04684574836662437
-85.6558052,30.6021017,179,0.05351405418679332
