lng,lat,O_Demand,accessibility
-82.357221,29.6757403,2084,0.060359749149207026
-82.3022838,30.3244416,116,0.056967110402626996
-85.5343954,30.1591402,1771,0.08962013512653486
-82.1666983,29.9523863,222,0.06548707527641486
-80.7003334,28.2983112,90,0.07103301101849932
-80.4766834,26.1935353,15730,0.08609911224375323
-85.1979155,30.3888013,83,0.0525227759575979
-82.0036572,26.9063964,111,0.07815126297286488
-82.5955524,28.8502922,681,0.07560015091501854
-81.8650364,29.9865835,808,0.08803194755024264
-81.4009553,26.118786,44,0.06270156532045093
-82.6233712,30.2216509,585,0.051205791667885206
-81.8062531,27.1905809,10,0.07605096914502701
-83.2362319,29.5526748,137,0.05007122406829024
-81.6481132,30.3352449,4452,0.11422217359934886
-87.3203222,30.5299979,312,0.09932465364046182
-81.2862532,29.4748909,231,0.06965021075037477
-84.8152135,29.6777939,58,0.04426141553549675
-84.6126072,30.5786866,289,0.044649441368081515
-82.7958011,29.7234556,228,0.05339330379638778
-81.1908197,26.9548102,19,0.07133478004110945
-85.2720125,29.8592383,71,0.05027788834993637
-82.9511163,30.4984382,140,0.04457799613287607
-81.8215798,27.4928458,196,0.08324073386854991
-81.1521142,26.539967,143,0.06875600776365112
-82.5259685,28.5559951,1013,0.08641929037907319
-81.3423534,27.3410799,557,0.08313865731330114
-82.3799907,27.8931535,7448,0.11438636763698866
-85.8159385,30.8620072,103,0.056470016775435
-80.5747894,27.7005283,761,0.07190150283967955
-85.2088141,30.7892485,328,0.0634940589346633
-83.9217606,30.396898,93,0.04385393384931478
-83.1785097,29.9900661,64,0.04731458262760144
-81.7122822,28.7641128,719,0.11922787244814359
-81.9841817,26.5632731,1343,0.11070392282175771
-84.2778004,30.4593104,1847,0.10768794160258159
-82.831233,29.2718541,301,0.058346270784517505
-84.8685805,30.2598494,41,0.046975456976436576
-83.4704159,30.4472325,112,0.04274419994808273
-82.3931438,27.4755558,61,0.07341227390708217
-82.0431004,29.2028047,1147,0.07301277858997174
-80.3982011,27.0836036,838,0.08451894383988658
-80.5037495,25.6160085,13033,0.08451894383988658
-81.0226025,25.5861198,140,0.17605872691084037
-81.7650867,30.6059629,166,0.06514417322970611
-86.5910804,30.6143245,398,0.05894429377956182
-80.8873884,27.3855924,128,0.15658379250797463
-81.3232839,28.5143906,2821,0.07243106744494969
-81.1393116,28.0590267,202,0.24089815806549328
-80.4483542,26.6491257,8095,0.08252784750815635
-82.5110062,28.3098227,2821,0.08245155240085027
-82.7980663,27.9053425,1998,0.10562325400929928
-81.6934929,27.9536855,1087,0.14051752737791856
-81.7320389,29.5938964,198,0.0906460026688674
-80.4435357,27.3798137,218,0.07576104051108647
-87.0189188,30.6753483,835,0.08210489506732635
-82.4237142,27.2253289,20,0.06650036756613584
-81.1319751,28.6900648,620,0.11376033795505851
-82.0695216,28.7133259,100,0.09241574692773791
-82.9927542,30.1892438,349,0.047194484211687975
-83.6395729,29.967146,152,0.044964673134906846
-82.366918,30.0542796,105,0.05846470742457708
-81.161792,29.057769,1738,0.08984860951814035
-84.3591114,30.0913354,235,0.044663404913636844
-86.162798,30.5712465,99,0.07565341172738882
-85.6558052,30.6021017,179,0.05893270335086582
