DestinationID,lng,lat,D_Supply
0,-81.1075,29.2432,71
1,-81.2848,28.914,288
2,-81.6419,28.1815,13
3,-81.3699,28.5747,306
4,-81.51,27.5392,46
5,-82.422,28.0697,227
6,-81.7147,28.8238,51
7,-82.188,28.2609,292
8,-87.2313,30.4294,330
9,-80.3403,25.6831,99
10,-81.3981,30.2733,263
11,-81.4486,30.6531,0
12,-80.0704,26.5048,119
13,-80.1024,26.3586,338
14,-80.2557,26.2684,166
15,-80.1408,26.1022,0
16,-80.1215,26.2769,45
17,-81.9432,26.6394,291
18,-80.3943,27.6585,127
19,-80.2435,27.199,325
20,-80.0519,26.7252,209
21,-82.336,28.8334,107
22,-85.6651,30.1866,0
23,-81.6012,30.2878,363
24,-82.4116,29.6603,200
25,-80.2029,26.2631,12
26,-82.535,28.5367,75
27,-81.7376,30.166,441
28,-80.252,26.6842,116
29,-81.6921,29.6426,209
30,-82.6598,28.2038,24
31,-81.433,27.4657,51
32,-80.1199,26.1871,271
33,-80.4305,25.4792,0
34,-85.2419,30.7868,158
35,-80.0965,26.9226,0
36,-81.8743,26.6282,342
37,-80.3733,25.9909,369
38,-80.3097,26.014,209
39,-80.1797,26.0189,61
40,-82.803,27.9528,80
41,-80.1414,25.813,26
42,-86.5622,30.7356,0
43,-87.067,30.6344,14
44,-82.1387,28.0156,0
45,-80.2938,25.7035,0
46,-84.2617,30.4567,12
47,-82.4592,27.9381,0
48,-81.6646,30.3488,336
49,-82.3436,29.6399,0
50,-80.456,25.6786,0
51,-81.7247,28.0276,168
