DestinationID,lng,lat,D_Supply
0,-81.1075,29.2432,68
1,-81.2848,28.914,19
2,-81.6419,28.1815,136
3,-81.3699,28.5747,528
4,-81.51,27.5392,0
5,-82.422,28.0697,172
6,-81.7147,28.8238,68
7,-82.188,28.2609,60
8,-87.2313,30.4294,0
9,-80.3403,25.6831,252
10,-81.3981,30.2733,340
11,-81.4486,30.6531,325
12,-80.0704,26.5048,203
13,-80.1024,26.3586,300
14,-80.2557,26.2684,203
15,-80.1408,26.1022,123
16,-80.1215,26.2769,0
17,-81.9432,26.6394,51
18,-80.3943,27.6585,223
19,-80.2435,27.199,447
20,-80.0519,26.7252,53
21,-82.336,28.8334,465
22,-85.6651,30.1866,65
23,-81.6012,30.2878,168
24,-82.4116,29.6603,239
25,-80.2029,26.2631,99
26,-82.535,28.5367,47
27,-81.7376,30.166,398
28,-80.252,26.6842,0
29,-81.6921,29.6426,0
30,-82.6598,28.2038,0
31,-81.433,27.4657,27
32,-80.1199,26.1871,29
33,-80.4305,25.4792,111
34,-85.2419,30.7868,5
35,-80.0965,26.9226,46
36,-81.8743,26.6282,62
37,-80.3733,25.9909,36
38,-80.3097,26.014,76
39,-80.1797,26.0189,0
40,-82.803,27.9528,0
41,-80.1414,25.813,428
42,-86.5622,30.7356,4
43,-87.067,30.6344,88
44,-82.1387,28.0156,62
45,-80.2938,25.7035,481
46,-84.2617,30.4567,421
47,-82.4592,27.9381,40
48,-81.6646,30.3488,51
49,-82.3436,29.6399,124
50,-80.456,25.6786,0
51,-81.7247,28.0276,107
