lng,lat,O_Demand,accessibility
-82.357221,29.6757403,2084,0.10807122800879403
-82.3022838,30.3244416,116,0.05729059101190852
-85.5343954,30.1591402,1771,0.10002842769577763
-82.1666983,29.9523863,222,0.06679065072824561
-80.7003334,28.2983112,90,0.05862563793752761
-80.4766834,26.1935353,15730,0.10841496707659702
-85.1979155,30.3888013,83,0.061148802200798914
-82.0036572,26.9063964,111,0.07065580778412481
-82.5955524,28.8502922,681,0.0629049706385846
-81.8650364,29.9865835,808,0.08544600147759021
-81.4009553,26.118786,44,0.05985072800526005
-82.6233712,30.2216509,585,0.051477794223617965
-81.8062531,27.1905809,10,0.06586729696435892
-83.2362319,29.5526748,137,0.047704569156865
-81.6481132,30.3352449,4452,0.15064749098062258
-87.3203222,30.5299979,312,0.0988109509234216
-81.2862532,29.4748909,231,0.06609340442829789
-84.8152135,29.6777939,58,0.04424685035076109
-84.6126072,30.5786866,289,0.04920829180058734
-82.7958011,29.7234556,228,0.054077785983913336
-81.1908197,26.9548102,19,0.0645837841027105
-85.2720125,29.8592383,71,0.05205337939363237
-82.9511163,30.4984382,140,0.04442004749058861
-81.8215798,27.4928458,196,0.06958301254871428
-81.1521142,26.539967,143,0.06561933967794127
-82.5259685,28.5559951,1013,0.10909087038983262
-81.3423534,27.3410799,557,0.06996328850712821
-82.3799907,27.8931535,7448,0.09325431974892064
-85.8159385,30.8620072,103,0.057831039998161325
-80.5747894,27.7005283,761,0.057959723745599746
-85.2088141,30.7892485,328,0.23378446394204067
-83.9217606,30.396898,93,0.0442536623730434
-83.1785097,29.9900661,64,0.0465124131042061
-81.7122822,28.7641128,719,0.08892591056369671
-81.9841817,26.5632731,1343,0.1092222284379113
-84.2778004,30.4593104,1847,0.10937915610912953
-82.831233,29.2718541,301,0.054021932473657004
-84.8685805,30.2598494,41,0.051040316205798006
-83.4704159,30.4472325,112,0.042581755155908486
-82.3931438,27.4755558,61,0.06154591914310798
-82.0431004,29.2028047,1147,0.06476786379580461
-80.3982011,27.0836036,838,0.07407711440014089
-80.5037495,25.6160085,13033,0.07407711440014089
-81.0226025,25.5861198,140,0.11555556204272889
-81.7650867,30.6059629,166,0.061706391901827175
-86.5910804,30.6143245,398,0.06286653638597628
-80.8873884,27.3855924,128,0.1118138125108832
-81.3232839,28.5143906,2821,0.0626505109104972
-81.1393116,28.0590267,202,0.14228932810941997
-80.4483542,26.6491257,8095,0.0670062871604215
-82.5110062,28.3098227,2821,0.08108832284642321
-82.7980663,27.9053425,1998,0.07638039390775624
-81.6934929,27.9536855,1087,0.09057991224155018
-81.7320389,29.5938964,198,0.08465098287458066
-80.4435357,27.3798137,218,0.0638830198796073
-87.0189188,30.6753483,835,0.0808425901669145
-82.4237142,27.2253289,20,0.0572952346714356
-81.1319751,28.6900648,620,0.08460506071769905
-82.0695216,28.7133259,100,0.07196283508385651
-82.9927542,30.1892438,349,0.04688024629784042
-83.6395729,29.967146,152,0.04401845975768318
-82.366918,30.0542796,105,0.0597487777955457
-81.161792,29.057769,1738,0.08098077231022767
-84.3591114,30.0913354,235,0.045372897266558285
-86.162798,30.5712465,99,0.06683858454737239
-85.6558052,30.6021017,179,0.06534684871901404
