lng,lat,O_Demand,accessibility
-82.357221,29.6757403,2084,0.0637932818230705
-82.3022838,30.3244416,116,0.04348385252783062
-85.5343954,30.1591402,1771,0.13810989352633926
-82.1666983,29.9523863,222,0.051846340205387004
-80.7003334,28.2983112,90,0.06338034339246912
-80.4766834,26.1935353,15730,0.10543897113811865
-85.1979155,30.3888013,83,0.053562970187660534
-82.0036572,26.9063964,111,0.0889879029329833
-82.5955524,28.8502922,681,0.0656557543845415
-81.8650364,29.9865835,808,0.06088711261796467
-81.4009553,26.118786,44,0.06910078094817987
-82.6233712,30.2216509,585,0.04138813226750683
-81.8062531,27.1905809,10,0.0884108536013677
-83.2362319,29.5526748,137,0.04249003034982975
-81.6481132,30.3352449,4452,0.07663061287442989
-87.3203222,30.5299979,312,0.031926174824892684
-81.2862532,29.4748909,231,0.05636614705152663
-84.8152135,29.6777939,58,0.040711059155952675
-84.6126072,30.5786866,289,0.03779269556705213
-82.7958011,29.7234556,228,0.04527725895430818
-81.1908197,26.9548102,19,0.08507859565228797
-85.2720125,29.8592383,71,0.05254880186231003
-82.9511163,30.4984382,140,0.036525688168521024
-81.8215798,27.4928458,196,0.0967547044391303
-81.1521142,26.539967,143,0.07980057738180087
-82.5259685,28.5559951,1013,0.10846770698508129
-81.3423534,27.3410799,557,0.12073216605278203
-82.3799907,27.8931535,7448,0.08499031651560741
-85.8159385,30.8620072,103,0.04517186333053243
-80.5747894,27.7005283,761,0.073202909540378
-85.2088141,30.7892485,328,0.0418935139540117
-83.9217606,30.396898,93,0.035698517809235254
-83.1785097,29.9900661,64,0.03965207633881522
-81.7122822,28.7641128,719,0.07914939071427958
-81.9841817,26.5632731,1343,0.13529239485760283
-84.2778004,30.4593104,1847,0.03976969624834233
-82.831233,29.2718541,301,0.04974406950629409
-84.8685805,30.2598494,41,0.04386640706901001
-83.4704159,30.4472325,112,0.03546275520198876
-82.3931438,27.4755558,61,0.0684758798542462
-82.0431004,29.2028047,1147,0.06140599694314454
-80.3982011,27.0836036,838,0.10977466776872369
-80.5037495,25.6160085,13033,0.10977466776872369
-81.0226025,25.5861198,140,0.13977112857662827
-81.7650867,30.6059629,166,0.06487194435978759
-86.5910804,30.6143245,398,0.04331864037023333
-80.8873884,27.3855924,128,0.07946393960586919
-81.3232839,28.5143906,2821,0.0849728258818047
-81.1393116,28.0590267,202,0.1321550704139206
-80.4483542,26.6491257,8095,0.0792603619241466
-82.5110062,28.3098227,2821,0.11314666446691121
-82.7980663,27.9053425,1998,0.07830745495352633
-81.6934929,27.9536855,1087,0.06571211198711507
-81.7320389,29.5938964,198,0.1334965113655633
-80.4435357,27.3798137,218,0.08864734267686009
-87.0189188,30.6753483,835,0.04024563286080311
-82.4237142,27.2253289,20,0.06580501205971621
-81.1319751,28.6900648,620,0.07580083165175104
-82.0695216,28.7133259,100,0.07389742618762568
-82.9927542,30.1892438,349,0.039066374616552185
-83.6395729,29.967146,152,0.03795620227801116
-82.366918,30.0542796,105,0.04664595902756957
-81.161792,29.057769,1738,0.0597310978622207
-84.3591114,30.0913354,235,0.038238544446350324
-86.162798,30.5712465,99,0.055303359878556634
-85.6558052,30.6021017,179,0.05701456808409221
