DestinationID,lng,lat,D_Supply
0,-81.1075,29.2432,32
1,-81.2848,28.914,201
2,-81.6419,28.1815,0
3,-81.3699,28.5747,748
4,-81.51,27.5392,195
5,-82.422,28.0697,446
6,-81.7147,28.8238,0
7,-82.188,28.2609,558
8,-87.2313,30.4294,161
9,-80.3403,25.6831,198
10,-81.3981,30.2733,0
11,-81.4486,30.6531,0
12,-80.0704,26.5048,0
13,-80.1024,26.3586,169
14,-80.2557,26.2684,51
15,-80.1408,26.1022,16
16,-80.1215,26.2769,204
17,-81.9432,26.6394,83
18,-80.3943,27.6585,18
19,-80.2435,27.199,616
20,-80.0519,26.7252,149
21,-82.336,28.8334,0
22,-85.6651,30.1866,111
23,-81.6012,30.2878,50
24,-82.4116,29.6603,190
25,-80.2029,26.2631,25
26,-82.535,28.5367,0
27,-81.7376,30.166,374
28,-80.252,26.6842,15
29,-81.6921,29.6426,2
30,-82.6598,28.2038,38
31,-81.433,27.4657,54
32,-80.1199,26.1871,7
33,-80.4305,25.4792,125
34,-85.2419,30.7868,105
35,-80.0965,26.9226,469
36,-81.8743,26.6282,143
37,-80.3733,25.9909,191
38,-80.3097,26.014,228
39,-80.1797,26.0189,223
40,-82.803,27.9528,57
41,-80.1414,25.813,184
42,-86.5622,30.7356,123
43,-87.067,30.6344,141
44,-82.1387,28.0156,194
45,-80.2938,25.7035,0
46,-84.2617,30.4567,72
47,-82.4592,27.9381,212
48,-81.6646,30.3488,0
49,-82.3436,29.6399,0
50,-80.456,25.6786,72
51,-81.7247,28.0276,0
