lng,lat,O_Demand,accessibility
-82.357221,29.6757403,2084,0.06692060698651349
-82.3022838,30.3244416,116,0.04907703334984573
-85.5343954,30.1591402,1771,0.08660301674035606
-82.1666983,29.9523863,222,0.05886339663399539
-80.7003334,28.2983112,90,0.07423274481834004
-80.4766834,26.1935353,15730,0.0753309512534389
-85.1979155,30.3888013,83,0.04139075408639367
-82.0036572,26.9063964,111,0.07858994831340979
-82.5955524,28.8502922,681,0.08917658537237426
-81.8650364,29.9865835,808,0.07317724359885236
-81.4009553,26.118786,44,0.05895332551386512
-82.6233712,30.2216509,585,0.04568017488140338
-81.8062531,27.1905809,10,0.094185560218612
-83.2362319,29.5526748,137,0.04704134201010827
-81.6481132,30.3352449,4452,0.08148836615969111
-87.3203222,30.5299979,312,0.030780512920613942
-81.2862532,29.4748909,231,0.06497081924849117
-84.8152135,29.6777939,58,0.03658463200199271
-84.6126072,30.5786866,289,0.03368743490740644
-82.7958011,29.7234556,228,0.05115736019855021
-81.1908197,26.9548102,19,0.08490166788174898
-85.2720125,29.8592383,71,0.041402640716898226
-82.9511163,30.4984382,140,0.038847262166174214
-81.8215798,27.4928458,196,0.11037379550387903
-81.1521142,26.539967,143,0.07002295947630875
-82.5259685,28.5559951,1013,0.10536133510698031
-81.3423534,27.3410799,557,0.16153288292380286
-82.3799907,27.8931535,7448,0.11196124242081859
-85.8159385,30.8620072,103,0.03557729184226338
-80.5747894,27.7005283,761,0.08034121985247202
-85.2088141,30.7892485,328,0.03445522826090735
-83.9217606,30.396898,93,0.03500421420205368
-83.1785097,29.9900661,64,0.04272047783822482
-81.7122822,28.7641128,719,0.10083859999656378
-81.9841817,26.5632731,1343,0.09089326043531204
-84.2778004,30.4593104,1847,0.0340504392453303
-82.831233,29.2718541,301,0.0591317715267062
-84.8685805,30.2598494,41,0.03706445072302526
-83.4704159,30.4472325,112,0.03635275954952108
-82.3931438,27.4755558,61,0.07758551240323117
-82.0431004,29.2028047,1147,0.0762782964819324
-80.3982011,27.0836036,838,0.11713466174652137
-80.5037495,25.6160085,13033,0.11713466174652137
-81.0226025,25.5861198,140,0.1163514264870247
-81.7650867,30.6059629,166,0.055195502294978
-86.5910804,30.6143245,398,0.0478793553351801
-80.8873884,27.3855924,128,0.0565899492629985
-81.3232839,28.5143906,2821,0.09367463373109707
-81.1393116,28.0590267,202,0.19319176161404256
-80.4483542,26.6491257,8095,0.09206441678312917
-82.5110062,28.3098227,2821,0.07958997190998872
-82.7980663,27.9053425,1998,0.10343127672927575
-81.6934929,27.9536855,1087,0.10358279291372004
-81.7320389,29.5938964,198,0.10651446400665836
-80.4435357,27.3798137,218,0.09947124426818162
-87.0189188,30.6753483,835,0.05251382427347782
-82.4237142,27.2253289,20,0.0694516135656521
-81.1319751,28.6900648,620,0.10852455613575678
-82.0695216,28.7133259,100,0.10346984951497043
-82.9927542,30.1892438,349,0.04215110463581258
-83.6395729,29.967146,152,0.03926122618213227
-82.366918,30.0542796,105,0.0526620286176385
-81.161792,29.057769,1738,0.0914314050336321
-84.3591114,30.0913354,235,0.03586346366312968
-86.162798,30.5712465,99,0.04151942089140844
-85.6558052,30.6021017,179,0.04237184806984816
