lng,lat,O_Demand,accessibility
-82.357221,29.6757403,2084,0.04478666616017612
-82.3022838,30.3244416,116,0.03437309026188409
-85.5343954,30.1591402,1771,0.07944819250723952
-82.1666983,29.9523863,222,0.03978027098128634
-80.7003334,28.2983112,90,0.06945111043971962
-80.4766834,26.1935353,15730,0.07122709392630373
-85.1979155,30.3888013,83,0.03842606359373468
-82.0036572,26.9063964,111,0.07102441779572918
-82.5955524,28.8502922,681,0.07661000200221735
-81.8650364,29.9865835,808,0.03926369219491925
-81.4009553,26.118786,44,0.053992895741746226
-82.6233712,30.2216509,585,0.03513204291291761
-81.8062531,27.1905809,10,0.098691830976546
-83.2362319,29.5526748,137,0.0410158993713348
-81.6481132,30.3352449,4452,0.03414709811304766
-87.3203222,30.5299979,312,0.048269212190434445
-81.2862532,29.4748909,231,0.047892676934634865
-84.8152135,29.6777939,58,0.03391637315657491
-84.6126072,30.5786866,289,0.030761353407324856
-82.7958011,29.7234556,228,0.04162736244005683
-81.1908197,26.9548102,19,0.09060544824581783
-85.2720125,29.8592383,71,0.0385892963663758
-82.9511163,30.4984382,140,0.031688477449026656
-81.8215798,27.4928458,196,0.1229631553987974
-81.1521142,26.539967,143,0.07111810685070806
-82.5259685,28.5559951,1013,0.09784417316823744
-81.3423534,27.3410799,557,0.18193903858715735
-82.3799907,27.8931535,7448,0.12201486183667341
-85.8159385,30.8620072,103,0.0341143333059951
-80.5747894,27.7005283,761,0.08477434876099144
-85.2088141,30.7892485,328,0.0321149168618265
-83.9217606,30.396898,93,0.03101250596997416
-83.1785097,29.9900661,64,0.03607841238547806
-81.7122822,28.7641128,719,0.08461583868677643
-81.9841817,26.5632731,1343,0.058976239997614435
-84.2778004,30.4593104,1847,0.030691386794894516
-82.831233,29.2718541,301,0.050995031358397946
-84.8685805,30.2598494,41,0.03418359080982282
-83.4704159,30.4472325,112,0.031237740309283217
-82.3931438,27.4755558,61,0.08051523060208857
-82.0431004,29.2028047,1147,0.06146619171860532
-80.3982011,27.0836036,838,0.13896295713921114
-80.5037495,25.6160085,13033,0.13896295713921114
-81.0226025,25.5861198,140,0.05908784856940068
-81.7650867,30.6059629,166,0.045007044572898704
-86.5910804,30.6143245,398,0.03131013003903739
-80.8873884,27.3855924,128,0.05911088205046169
-81.3232839,28.5143906,2821,0.10274670575566776
-81.1393116,28.0590267,202,0.1304311521068914
-80.4483542,26.6491257,8095,0.09169695224207983
-82.5110062,28.3098227,2821,0.13407753650095913
-82.7980663,27.9053425,1998,0.12418009433928137
-81.6934929,27.9536855,1087,0.08659078455348962
-81.7320389,29.5938964,198,0.11645520043615046
-80.4435357,27.3798137,218,0.10852228858044388
-87.0189188,30.6753483,835,0.03918214927893993
-82.4237142,27.2253289,20,0.06975530520521775
-81.1319751,28.6900648,620,0.0785698980428981
-82.0695216,28.7133259,100,0.09723237025437423
-82.9927542,30.1892438,349,0.03458400233747421
-83.6395729,29.967146,152,0.03449982651886209
-82.366918,30.0542796,105,0.03786543135211784
-81.161792,29.057769,1738,0.059414885589557924
-84.3591114,30.0913354,235,0.03257975121280048
-86.162798,30.5712465,99,0.04086448201123008
-85.6558052,30.6021017,179,0.03998363650712195
