lng,lat,O_Demand,accessibility
-82.357221,29.6757403,2084,0.0750227800169059
-82.3022838,30.3244416,116,0.03861858135957626
-85.5343954,30.1591402,1771,0.11555862686024372
-82.1666983,29.9523863,222,0.04449539487488741
-80.7003334,28.2983112,90,0.06429420713006685
-80.4766834,26.1935353,15730,0.09264838439878094
-85.1979155,30.3888013,83,0.0479765781221088
-82.0036572,26.9063964,111,0.06626405910053866
-82.5955524,28.8502922,681,0.06666752667170572
-81.8650364,29.9865835,808,0.0439432445680332
-81.4009553,26.118786,44,0.056315838418863576
-82.6233712,30.2216509,585,0.03858238623541849
-81.8062531,27.1905809,10,0.08353662188118684
-83.2362319,29.5526748,137,0.04297268018610223
-81.6481132,30.3352449,4452,0.049374855537313043
-87.3203222,30.5299979,312,0.03960878946095011
-81.2862532,29.4748909,231,0.04881556264635595
-84.8152135,29.6777939,58,0.03839798342657786
-84.6126072,30.5786866,289,0.035297804080687126
-82.7958011,29.7234556,228,0.044685851536448
-81.1908197,26.9548102,19,0.07678101944559934
-85.2720125,29.8592383,71,0.04703059883330497
-82.9511163,30.4984382,140,0.03460606672477308
-81.8215798,27.4928458,196,0.10445418709962626
-81.1521142,26.539967,143,0.06728938974125295
-82.5259685,28.5559951,1013,0.08847049043702018
-81.3423534,27.3410799,557,0.1193387572863125
-82.3799907,27.8931535,7448,0.11638321559537182
-85.8159385,30.8620072,103,0.037789677166442576
-80.5747894,27.7005283,761,0.07690990558538377
-85.2088141,30.7892485,328,0.06056918719901573
-83.9217606,30.396898,93,0.03402582090609228
-83.1785097,29.9900661,64,0.03866569190590758
-81.7122822,28.7641128,719,0.10182978884944521
-81.9841817,26.5632731,1343,0.06148572350823659
-84.2778004,30.4593104,1847,0.03428185863883137
-82.831233,29.2718541,301,0.05109452386349916
-84.8685805,30.2598494,41,0.04030145009345384
-83.4704159,30.4472325,112,0.03395962078094291
-82.3931438,27.4755558,61,0.07876137134663778
-82.0431004,29.2028047,1147,0.05911666618615217
-80.3982011,27.0836036,838,0.10830861506050143
-80.5037495,25.6160085,13033,0.10830861506050143
-81.0226025,25.5861198,140,0.12446007925885473
-81.7650867,30.6059629,166,0.05681458321154321
-86.5910804,30.6143245,398,0.041286195269801734
-80.8873884,27.3855924,128,0.03845302405619447
-81.3232839,28.5143906,2821,0.08416131837138598
-81.1393116,28.0590267,202,0.12186165692333507
-80.4483542,26.6491257,8095,0.08342770382924353
-82.5110062,28.3098227,2821,0.09842277010162809
-82.7980663,27.9053425,1998,0.12875992632392677
-81.6934929,27.9536855,1087,0.1859683651222221
-81.7320389,29.5938964,198,0.1567915908360355
-80.4435357,27.3798137,218,0.08913098313817296
-87.0189188,30.6753483,835,0.09719514915704087
-82.4237142,27.2253289,20,0.06770749690219684
-81.1319751,28.6900648,620,0.07470880955903791
-82.0695216,28.7133259,100,0.08133628373529955
-82.9927542,30.1892438,349,0.037434162360432274
-83.6395729,29.967146,152,0.03712695527933096
-82.366918,30.0542796,105,0.04214254913597845
-81.161792,29.057769,1738,0.058278486198752595
-84.3591114,30.0913354,235,0.03632335672873611
-86.162798,30.5712465,99,0.041571985144616345
-85.6558052,30.6021017,179,0.04895180102989157
